customer_id,first_name,last_name,email,street,city,state,country
0,Kirk,Griffin,rdonovan@example.net,9897 Kathy Ramp,Joshuaburgh,Alaska,Jordan
1,Kim,King,anthonysingleton@example.org,679 Cory Dam Suite 778,Johnstonfort,Texas,Oman
2,Ryan,Griffin,rittersara@example.org,81899 Morgan Ranch Apt. 688,Lindseyville,North Carolina,Moldova
3,Angela,Wright,edward89@example.com,1852 Carol Corner,West Linda,Wyoming,Djibouti
4,Michael,Romero,tiffany00@example.net,869 Jamie Vista,East Josephbury,Illinois,Namibia
5,Nathan,Knight,jessicanorris@example.com,87842 Fields Heights Apt. 715,Klinemouth,New Mexico,Mexico
6,James,Smith,isilva@example.org,477 Flynn Ports,Frankside,Indiana,Thailand
7,Nancy,Thomas,jason92@example.org,437 Gloria Estate Suite 783,West Rebeccabury,South Carolina,Australia
8,Samuel,Andrews,callahantracy@example.org,80835 Hughes Brook,New Timothyfort,Minnesota,Indonesia
9,Matthew,Morrison,heatherdouglas@example.com,383 Nelson Harbor Suite 497,Christopherville,Arizona,Slovakia (Slovak Republic)
10,Edward,Buckley,dylanweiss@example.net,20028 Stanley Burgs Apt. 299,Longmouth,Wyoming,Tuvalu
11,Kenneth,Evans,jprice@example.net,40602 David Mews,North Marcus,Nevada,United States of America
12,Ian,Zimmerman,joseph39@example.com,102 Dominic Crossing,Westmouth,South Dakota,Palestinian Territory
13,Krystal,Ferguson,dsmith@example.net,715 Jerry Tunnel Suite 735,East Laurabury,New York,Jordan
14,April,Ellis,brandon06@example.net,847 Jason Square,Edwardshire,Texas,Marshall Islands
15,Joel,Calhoun,ferrellmadeline@example.org,33111 Howard Dam Suite 331,Webbhaven,Rhode Island,Algeria
16,Ronald,Cabrera,fvelez@example.org,74757 Shawna Heights,North Darryl,Virginia,Uganda
17,Sarah,Ramirez,william81@example.com,452 Steven Parkway Apt. 429,South Jennifermouth,North Dakota,Reunion
18,Ryan,Frost,christopheryoung@example.net,855 Hickman Cape Suite 805,Lake Carolyn,Virginia,Zambia
19,Jennifer,Collins,jacksonseth@example.net,2103 Richardson Ville Apt. 677,Tinaside,Pennsylvania,Sao Tome and Principe
20,David,Baird,morgansmith@example.net,72148 Kenneth Street,New Gregory,Rhode Island,Pitcairn Islands
21,Matthew,Williams,perezstephanie@example.com,1085 Lauren Burgs Apt. 727,Parkston,Idaho,Singapore
22,Alan,Nelson,jessicavillarreal@example.net,61244 Terri Square Suite 401,Gonzalezshire,Maryland,France
23,Susan,Kline,rramirez@example.com,7550 Cynthia Haven,New Johnmouth,New Mexico,Holy See (Vatican City State)
24,Karen,Mcclain,layala@example.net,4041 Marshall Wells Suite 489,Baxterland,Utah,Venezuela
25,Tim,Wilson,davidsonsabrina@example.com,390 Mark Locks,North Ashley,Minnesota,Eritrea
26,Elizabeth,Patterson,tracy75@example.com,369 Thomas Highway,Lake Tara,Virginia,Tanzania
27,Amber,Roberts,michael96@example.net,062 John Junction Suite 000,East Nancyland,Indiana,Saint Kitts and Nevis
28,Regina,Wilson,morrisonkristin@example.org,9438 Jordan Rue,Barreraberg,Hawaii,China
29,Cesar,Sanders,wturner@example.com,874 Watson Forest,Lindastad,Minnesota,Hong Kong
30,Charles,White,matthew44@example.net,3844 Moore Plains Suite 407,Brandifurt,Pennsylvania,Romania
31,Melissa,Stanley,donna53@example.org,5588 Warren Hollow Suite 166,Reynoldsmouth,Arkansas,Monaco
32,Hannah,Holland,kaitlynwright@example.com,777 Brown Mountain,Aguilarville,Nebraska,American Samoa
33,John,Mata,sheltonmichael@example.com,3489 Jeffrey Summit Suite 419,Huynhchester,Oklahoma,Sudan
34,Joseph,Fisher,grayrichard@example.com,614 Hanson Mission Apt. 136,Juliebury,North Carolina,French Polynesia
35,Timothy,Arellano,cortezjohnny@example.org,2743 Leah Plains Apt. 314,Deborahfurt,Montana,Papua New Guinea
36,Mallory,Miller,ecochran@example.com,279 Pamela Fork Apt. 786,Marktown,North Carolina,Ecuador
